xh,yxsh,zym,xkmlm,pyfsm,xslbm,sznj,pyccm,ldfsm,xsdqztm,xsccm,szbh,rxny,sfyxj,sfygjxj,xqh,xz
201586052,000353,7807,08,,001,2015,,,01,,电计1504,201509,1,1,01,01
201539227,000308,7002,08,,001,2015,,,01,,软网1501,201509,1,1,02,01
201670036,000356,9105,,,001,2016,,,01,,管物1601,201609,1,1,01,01
201526159,000353,7808,08,,001,2015,,,01,,电子1504,201509,1,1,01,01
201559221,000308,70021,08,,001,2015,,,01,,软数1501,201509,1,1,02,01
201519320,000308,7003,08,,001,2015,,,01,,软件1512,201509,1,1,02,01
201660044,000356,9106,,,001,2016,,,01,,经贸1601,201609,1,1,01,01
201507013,000351,7901,08,,001,2015,,,01,,运船1503,201509,1,1,01,01
201529329,000308,7003,08,,001,2015,,,01,,软件1508,201509,1,1,02,01
201690041,000356,9106,,,001,2016,,,01,,经贸1601,201609,1,1,01,01
201517018,000351,7901,08,,001,2015,,,01,,运船1502,201509,1,1,01,01
201598022,000353,7806,08,,001,2015,,,01,,电自1501,201509,1,1,01,01
201549420,000308,7003,08,,001,2015,,,01,,软件1511,201509,1,1,02,01
201600082,000310,6401,,,001,2016,,,01,,外英1602,201609,1,1,01,01
201517021,000351,7902,08,,001,2015,,,01,,运力1502,201509,1,1,01,01
201559423,000308,7003,08,,001,2015,,,01,,软件1509,201509,1,1,02,01
201610085,000310,6401,,,001,2016,,,01,,外英1601,201609,1,1,01,01
201507031,000351,7903,08,,001,2015,,,01,,运英1502,201509,1,1,01,01
201558039,000353,7808,08,,001,2015,,,01,,电子1501,201509,1,1,01,01
201589033,000308,7001,08,,001,2015,,,01,,软日1502,201509,1,1,02,01
201641014,000311,5202,,,001,2016,,,01,,数计1603,201609,1,1,01,01
201557032,000351,7903,08,,001,2015,,,01,,运英1501,201509,1,1,01,01
201661012,000311,5202,,,001,2016,,,01,,数计1604,201609,1,1,01,01
201584117,000301,5051,08,,001,2015,,,01,,化艺1501,201509,1,1,01,01
201510011,000357,630101,08,,001,2015,,,01,,人广1501,201509,1,1,01,01
201641113,000311,5202,,,001,2016,,,01,,数计1602,201609,1,1,01,01
201538138,000353,7809,08,,001,2015,,,01,,电通1501,201509,1,1,01,01
201539041,000300,70101,08,,001,2015,,,01,,国际软1502,201509,1,1,02,01
201554068,000339,6915,08,,001,2015,,,01,,环科1501,201509,1,1,01,01
201548041,000353,7805,08,,001,2015,,,01,,电集1502,201509,1,1,01,01
201594064,000339,6915,08,,001,2015,,,01,,环科1501,201509,1,1,01,01
201519069,000350,10001,08,,005,2015,,,01,,hyy1501,201509,1,0,01,01
201576118,000305,5620,08,,001,2015,,,01,,机测1501,201509,1,1,01,01
201518011,000353,7891,08,,001,2015,,,01,,电气1502,201509,1,1,01,01
201518060,000353,7801,08,,001,2015,,,01,,电医1501,201509,1,1,01,01
201529086,000301,5021,,,007,2015,,,07,,化应1501,,0,0,01,01
201536028,000305,5627,08,,001,2015,,,01,,国际机1502,201509,1,1,01,01
201528065,000353,7801,08,,001,2015,,,01,,电医1501,201509,1,1,01,01
201579089,000308,7003,,,007,2015,,,01,,软1517,,1,0,02,01
201506036,000305,5625,08,,001,2015,,,01,,机日1501,201509,1,1,01,02
201548016,000353,7891,08,,001,2015,,,01,,电气1503,201509,1,1,01,01
201518082,000353,7814,08,,001,2015,,,07,,电创1501,201509,0,0,01,01
201610014,000357,6303,,,001,2016,,,01,,人汉1601,201609,1,1,01,01
201556048,000317,5890,08,,001,2015,,,07,,动1506,201509,0,0,01,01
201539027,000308,7003,08,,001,2015,,,01,,软件1501,201509,0,1,02,01
201600112,000357,6308,,,001,2016,,,01,,人哲1601,201609,1,1,01,01
201516141,000317,580301,08,,001,2015,,,01,,能动1504,201509,1,1,01,01
201589026,000311,5201,08,,001,2015,,,01,,数应1502,201509,1,1,01,01
201600022,000357,6302,,,001,2016,,,01,,人管1602,201609,1,1,01,01
201546146,000317,580301,08,,001,2015,,,01,,能动1504,201509,1,1,01,01
201598019,000353,7891,08,,001,2015,,,01,,电气1501,201509,1,1,01,01
201579122,000308,70021,08,,001,2015,,,01,,软数1502,201509,1,1,02,01
201620033,000356,9108,,,001,2016,,,01,,管工1601,201609,1,1,01,01
201576055,000316,5702,08,,001,2015,,,01,,材成1501,201509,1,1,01,01
201519223,000308,7003,08,,001,2015,,,01,,软件1502,201509,1,1,02,01
201650036,000356,9105,,,001,2016,,,01,,管物1601,201609,1,1,01,01
201506155,000316,5703,08,,001,2015,,,01,,材金1501,201509,1,1,01,01
201528029,000353,7806,08,,001,2015,,,07,,电自1501,201509,0,0,01,01
201579225,000308,7003,08,,001,2015,,,01,,软件1502,201509,0,1,02,01
201640044,000356,9109,,,001,2016,,,01,,经金1602,201609,1,1,01,01
201516071,000305,5610,08,,001,2015,,,01,,机制1507,201509,1,1,01,01
201529327,000308,7003,08,,001,2015,,,01,,软件1510,201509,1,1,02,01
201670049,000356,9109,,,001,2016,,,01,,经金1602,201609,1,1,01,01
201610050,000356,9103,,,001,2016,,,01,,管信1601,201609,1,1,01,01
201567013,000351,7901,08,,001,2015,,,01,,运船1502,201509,1,1,01,01
201539423,000308,7002,08,,001,2015,,,01,,软网1504,201509,1,1,02,01
201597016,000352,6110,08,,001,2015,,,01,,土木1502,201509,1,1,01,01
201528032,000353,7808,08,,001,2015,,,01,,电子1501,201509,1,1,01,01
201569428,000308,7003,08,,001,2015,,,01,,软件1516,201509,1,1,02,01
201640080,000310,6401,,,001,2016,,,01,,外英1601,201609,1,1,01,01
201547024,000351,7902,08,,001,2015,,,01,,运力1501,201509,1,1,01,01
201539030,000308,7001,08,,001,2015,,,01,,软日1505,201509,1,1,02,01
201601016,000311,5202,,,001,2016,,,01,,数计1604,201609,1,1,01,01
201507037,000351,7903,08,,001,2015,,,01,,运英1502,201509,1,1,01,01
201599036,000308,7001,08,,001,2015,,,01,,软日1501,201509,1,1,02,01
201519043,000300,70101,08,,001,2015,,,01,,国际软1502,201509,1,1,02,01
201621115,000311,5202,,,001,2016,,,01,,数计1602,201609,1,1,01,01
201517052,000351,7909,08,,001,2015,,,01,,运创1501,201509,1,1,01,01
201444055,000301,5001,,,001,2014,,,07,,化机1403,201409,0,0,01,01
201452047,000914,980102,,,001,2014,,,07,,盘化工1402,201409,0,0,03,01
201433039,000916,980402,,,001,2014,,,07,,知产1402,201409,0,0,03,01
201464057,000301,5001,,,001,2014,,,07,,化机1401,201409,0,0,01,01
201425096,000307,6202,,,001,2014,,,07,,建工1402,201409,0,0,01,01
201433040,000356,9106,,,001,2014,,,07,,经贸1402,201409,0,0,01,01
201434061,000339,6901,,,001,2014,,,07,,环工1401,201409,0,0,01,01
201553084,000912,980502,08,,001,2015,,,07,,人资1501,201509,0,0,03,01
201439133,000308,7001,,,001,2014,,,01,,软日1405,201409,1,1,02,01
201551110,000311,5203,07,,001,2015,,,01,,数华1501,201509,1,1,01,01
201503003,000915,980201,08,,001,2015,,,01,,食品1503,201509,1,1,03,01
201544112,000301,5053,08,,001,2015,,,01,,化催1501,201509,1,1,01,01
201479043,000300,70101,,,001,2014,,,07,,国际软1404,201409,0,0,02,01
201552016,000312,5302,07,,001,2015,,,01,,物电1502,201509,1,1,01,01
201514029,000301,5003,08,,001,2015,,,01,,国际化1501,201509,1,1,01,01
201514146,000301,5093,07,,001,2015,,,01,,化科1501,201509,1,1,01,01
201532090,000915,980202,08,,001,2016,,,01,,环生1601,201509,1,1,03,01
201512117,000305,5620,07,,001,2015,,,01,,机测1501,201509,1,1,01,01
201533020,000913,980301,08,,001,2015,,,01,,生物1501,201509,1,1,03,01
201520002,000301,5001,08,,001,2016,,,01,,化机1603,201509,1,1,01,01
201552113,000316,5708,07,,001,2015,,,01,,材物1501,201509,1,1,01,01
201523030,000913,980303,08,,001,2015,,,01,,药学1502,201509,1,1,03,01
201594111,000301,5053,08,,001,2015,,,01,,化催1501,201509,1,1,01,01
201510010,000357,6303,08,,001,2015,,,01,,人汉1501,201509,1,1,01,01
201631117,000311,5203,,,001,2016,,,01,,数华1601,201609,1,1,01,01
201538131,000353,7808,08,,001,2015,,,01,,电子1501,201509,1,1,01,01
201529043,000300,70101,08,,001,2015,,,01,,国际软1501,201509,1,1,02,01
201554061,000339,6901,08,,001,2015,,,01,,环工1501,201509,1,1,01,01
201538049,000353,7805,08,,001,2015,,,01,,电集1501,201509,1,1,01,01
201579044,000300,70101,08,,001,2016,,,01,,国际软1601,201509,0,1,02,01
201546114,000305,5610,08,,001,2015,,,01,,机制1507,201509,1,1,01,01
201527052,000351,7909,08,,001,2015,,,01,,运创1501,201509,1,1,01,01
201558058,000353,7807,08,,001,2015,,,01,,电计1503,201509,1,1,01,01
201509081,000316,5790,,,007,2015,,,07,,材1504,,0,0,01,01
201516027,000305,5627,08,,001,2015,,,01,,国际机1501,201509,1,1,01,01
201538012,000353,7891,08,,001,2015,,,01,,电气1502,201509,1,1,01,01
201538074,000353,7803,08,,001,2015,,,01,,电计日1502,201509,1,1,01,02
201600005,000316,5790,,,001,2017,,,01,,材1701,201609,1,1,01,01
201546033,000305,5625,08,,001,2015,,,01,,机日1501,201509,1,1,01,02
201578016,000353,7891,08,,001,2015,,,01,,电气1504,201509,1,1,01,01
201650006,000316,5790,,,001,2017,,,01,,材1704,201609,1,1,01,01
201546046,000317,5814,08,,001,2015,,,01,,能动1503,201509,1,1,01,01
201529021,000308,7002,08,,001,2015,,,01,,软网1503,201509,1,1,02,01
201650011,000357,630101,,,001,2016,,,01,,人广1601,201609,1,1,01,01
201503032,000912,980501,08,,001,2015,,,01,,经济1501,201509,1,1,03,01
201536142,000317,5890,08,,001,2015,,,03,,动1501,201509,0,0,01,01
201509126,000308,7003,08,,001,2015,,,01,,软件1506,201509,1,1,02,01
201564111,000301,5007,08,,001,2015,,,01,,化能1501,201509,1,1,01,01
201510107,000356,9103,08,,001,2015,,,01,,管信1502,201509,1,1,01,01
201522034,000914,980101,08,,001,2015,,,01,,应化1501,201509,1,1,03,01
201602015,000312,530301,,,001,2016,,,01,,物光1602,201609,1,1,01,01
201518046,000353,7805,08,,001,2015,,,01,,电集1501,201509,1,1,01,01
201569046,000300,70101,08,,001,2015,,,01,,国际软1502,201509,0,1,02,01
201514073,000340,7602,08,,001,2015,,,01,,生工1501,201509,1,1,01,01
201518055,000353,7807,08,,001,2015,,,01,,电计1502,201509,1,1,01,01
201599043,000300,70101,08,,001,2015,,,01,,国际软1504,201509,1,1,02,01
201556116,000305,5610,08,,001,2015,,,01,,机制1501,201509,1,1,01,01
201527053,000351,7909,08,,001,2015,,,01,,运创1501,201509,1,1,01,01
201568054,000353,7807,08,,001,2015,,,01,,电计1502,201509,1,1,01,01
201569965,000310,6401,,,005,2012,,,07,,外英语1201,201603,0,0,01,01
201516026,000305,5627,08,,001,2015,,,01,,国际机1502,201509,1,1,01,01
201528014,000353,7891,08,,001,2015,,,01,,电气1503,201509,1,1,01,01
201538075,000353,7803,08,,001,2015,,,01,,电计日1502,201509,1,1,01,02
201600004,000353,7806,,,001,2017,,,01,,电自1702,201609,1,1,01,01
201546032,000305,5625,08,,001,2015,,,01,,机日1501,201509,1,1,01,02
201548074,000353,7803,08,,001,2015,,,01,,电计日1501,201509,1,1,01,02
201650007,000305,5627,,,001,2017,,,01,,机国1701,201609,1,1,01,01
201536042,000317,580301,08,,001,2015,,,01,,能动1504,201509,1,1,01,01
201519025,000308,7003,08,,001,2015,,,01,,软件1510,201509,1,1,02,01
201640017,000357,630101,,,001,2016,,,01,,人广1601,201609,1,1,01,01
201586043,000317,5816,08,,001,2015,,,01,,能动1506,201509,1,1,01,01
201559029,000308,7002,08,,001,2015,,,01,,软网1502,201509,1,1,02,01
201620024,000357,6302,,,001,2016,,,01,,人管1602,201609,1,1,01,01
201566148,000317,580301,08,,001,2015,,,01,,能动1504,201509,1,1,01,01
201539126,000308,7003,08,,001,2015,,,01,,软件1509,201509,1,1,02,01
201680022,000356,9105,,,001,2016,,,01,,管物1601,201609,1,1,01,01
201536059,000316,5702,08,,001,2015,,,01,,材成1502,201509,1,1,01,01
201518024,000353,7806,08,,001,2015,,,01,,电自1501,201509,1,1,01,01
201539229,000308,7003,08,,001,2015,,,01,,软件1514,201509,1,1,02,01
201670038,000356,9108,,,001,2016,,,01,,管工1601,201609,1,1,01,01
201536150,000316,5702,08,,001,2015,,,01,,材成1501,201509,1,1,01,01
201558020,000353,7806,08,,001,2015,,,01,,电自1504,201509,1,1,01,01
201509325,000308,7003,08,,001,2015,,,01,,软件1514,201509,1,1,02,01
201670041,000356,9109,,,001,2016,,,01,,经金1601,201609,1,1,01,01
201536073,000305,5610,08,,001,2015,,,01,,机制1502,201509,1,1,01,01
201549321,000301,5021,08,,001,2015,,,01,,化应1501,201509,1,1,01,01
201690047,000356,9109,,,001,2016,,,01,,经金1602,201609,1,1,01,01
201537010,000351,7901,08,,001,2015,,,01,,运船1504,201509,1,1,01,01
201599326,000308,7003,08,,001,2015,,,01,,软件1507,201509,1,1,02,01
201640053,000356,9103,,,001,2016,,,01,,管信1602,201609,1,1,01,01
201507028,000351,7902,08,,001,2015,,,03,,运力1501,201509,0,0,01,01
201548030,000353,7808,08,,001,2015,,,01,,电子1502,201509,1,1,01,01
201509035,000308,7001,08,,001,2015,,,01,,软日1503,201509,1,1,02,01
201610094,000310,6402,,,001,2016,,,01,,外日1601,201609,0,1,01,01
201577021,000351,7902,08,,001,2015,,,01,,运力1501,201509,1,1,01,01
201549039,000308,7001,08,,001,2015,,,01,,软日1501,201509,1,1,02,01
201621018,000311,5202,,,001,2016,,,01,,数计1604,201609,1,1,01,01
201527035,000351,7903,08,,001,2015,,,01,,运英1501,201509,1,1,01,01
201529132,000308,7001,08,,001,2015,,,01,,软日1501,201509,1,1,02,01
201611110,000311,5202,,,001,2016,,,01,,数计1604,201609,1,1,01,01
201527044,000351,7905,08,,001,2015,,,01,,运航1501,201509,1,1,01,01
201588034,000353,7802,08,,001,2015,,,01,,电英1501,201509,1,1,01,01
201404059,000301,5001,,,001,2014,,,07,,化机1401,201409,0,0,01,01
201492043,000914,980102,,,001,2014,,,07,,盘化工1402,201409,0,0,03,01
201413046,000916,980401,,,001,2014,,,07,,商英1403,201409,0,0,03,01
201404150,000301,5001,,,001,2014,,,07,,化机1402,201409,0,0,01,01
201422059,000914,980106,,,001,2014,,,07,,盘化工1404,201409,0,0,03,01
201414063,000339,6915,,,001,2014,,,07,,环科1401,201409,0,0,01,01
201429138,000308,7001,,,001,2014,,,07,,软日1403,201409,0,0,02,01
201541113,000311,5202,07,,001,2015,,,01,,数计1503,201509,1,1,01,01
201582095,000915,980202,08,,001,2015,,,01,,环生1502,201509,1,1,03,01
201534117,000301,5051,08,,001,2015,,,01,,化艺1502,201509,1,1,01,01
201469048,000300,70101,,,001,2014,,,01,,国际软1402,201409,1,1,02,01
201542019,000316,5708,07,,001,2015,,,01,,材物1501,201509,1,1,01,01
201593000,000915,980201,08,,001,2015,,,01,,食品1501,201509,1,1,03,01
201504149,000301,5093,07,,001,2015,,,01,,化科1501,201509,1,1,01,01
201533002,000911,980602,08,,001,2015,,,01,,过控海1502,201509,1,1,03,01
201502114,000305,5610,07,,001,2015,,,01,,机制1504,201509,1,1,01,01
201523023,000913,980301,08,,001,2015,,,01,,生物1501,201509,1,1,03,01
201510003,000351,7905,08,,001,2016,,,01,,运航1601,201509,1,1,01,01
201542118,000316,5708,07,,001,2015,,,01,,材物1501,201509,1,1,01,01
201513035,000353,7808,08,,001,2015,,,01,,电子1504,201509,1,1,01,01
201543036,000913,980303,08,,001,2015,,,01,,药学1502,201509,1,1,03,01
201594119,000301,5052,08,,001,2015,,,01,,化电1501,201509,1,1,01,01
201522022,000353,7891,07,,001,2015,,,01,,电气1503,201509,1,1,01,01
201641112,000311,5203,,,001,2016,,,01,,数华1601,201609,1,1,01,01
201538139,000353,7808,08,,001,2015,,,01,,电子1503,201509,1,1,01,01
201539040,000300,70101,08,,001,2015,,,01,,国际软1502,201509,1,1,02,01
201554069,000339,6901,08,,001,2015,,,01,,环工1501,201509,1,1,01,01
201548040,000353,7805,08,,001,2015,,,01,,电集1502,201509,1,1,01,01
201589045,000300,70101,08,,001,2015,,,01,,国际软1502,201509,1,1,02,01
201556117,000305,5610,08,,001,2015,,,01,,机制1502,201509,1,1,01,01
201537055,000356,9108,08,,001,2015,,,01,,管工1502,201509,1,1,01,01
201568055,000353,7807,08,,001,2015,,,01,,电计1501,201509,1,1,01,01
201509089,000353,7809,,,007,2015,,,07,,电通1501,,0,0,01,01
201526026,000305,5627,08,,001,2015,,,01,,国际机1502,201509,1,1,01,01
201518069,000353,7801,08,,001,2015,,,01,,电医1501,201509,1,1,01,01
201569083,000308,7003,,,007,2015,,,01,,软1517,,1,0,02,01
201610002,000352,6112,,,001,2017,,,01,,土管1701,201609,1,1,01,01
201556030,000305,5625,08,,001,2015,,,01,,机日1502,201509,1,1,01,02
201548075,000353,7803,08,,001,2015,,,01,,电计日1501,201509,1,1,01,02
201660007,000301,5008,,,001,2017,,,01,,化1703,201609,1,1,01,01
201556041,000317,5813,08,,001,2015,,,01,,能动1502,201509,1,1,01,01
201529029,000308,7003,08,,001,2015,,,01,,软件1510,201509,1,1,02,01
201650019,000357,6303,,,001,2016,,,01,,人汉1601,201609,1,1,01,01
201576047,000317,5813,08,,001,2015,,,01,,能动1501,201509,1,1,01,01
201598010,000353,7891,08,,001,2015,,,01,,电气1503,201509,1,1,01,01
201519121,000308,7003,08,,001,2015,,,01,,软件1505,201509,1,1,02,01
201650024,000357,6302,,,001,2016,,,01,,人管1601,201609,1,1,01,01
201564119,000301,5051,08,,001,2015,,,01,,化艺1502,201509,1,1,01,01
201520106,000357,6308,08,,001,2015,,,01,,人哲1501,201509,1,1,01,01
201532033,000914,980101,08,,001,2015,,,01,,应化1501,201509,1,1,03,01
201528137,000353,7809,08,,001,2015,,,01,,电通1501,201509,1,1,01,01
201528047,000353,7805,08,,001,2015,,,01,,电集1501,201509,1,1,01,01
201544067,000339,6915,08,,001,2015,,,01,,环科1501,201509,1,1,01,01
201538040,000353,7805,08,,001,2015,,,01,,电集1502,201509,1,1,01,01
201528050,000353,7807,08,,001,2015,,,01,,电计1502,201509,1,1,01,01
201509062,000356,9108,08,,005,2015,,,07,,管工1501,201509,0,0,01,01
201566117,000305,5610,08,,001,2015,,,01,,机制1503,201509,1,1,01,01
201537054,000351,7909,08,,001,2015,,,01,,运创1501,201509,1,1,01,01
201578053,000353,7807,08,,001,2015,,,01,,电计1501,201509,1,1,01,01
201509088,000311,5290,,,007,2015,,,07,,数1505,,0,0,01,01
201526027,000305,5627,08,,001,2015,,,01,,国际机1501,201509,1,1,01,01
201538013,000353,7891,08,,001,2015,,,01,,电气1501,201509,1,1,01,01
201569082,000308,7003,,,007,2015,,,01,,软1517,,1,0,02,01
201610003,000353,7807,,,001,2017,,,01,,电计1701,201609,1,1,01,01
201556039,000305,5625,08,,001,2015,,,01,,机日1501,201509,0,1,01,02
201508081,000353,7807,08,,001,2015,,,01,,电计1502,201509,1,1,01,01
201660006,000353,7806,,,001,2017,,,01,,电自1703,201609,1,1,01,01
201546047,000317,580301,08,,001,2015,,,01,,能动1504,201509,1,1,01,01
201529020,000353,7807,08,,001,2015,,,01,,电计1504,201509,1,1,01,01
201650010,000357,630101,,,001,2016,,,01,,人广1601,201609,1,1,01,01
201596044,000317,5815,08,,001,2015,,,01,,能动1505,201509,1,1,01,01
201569024,000308,7003,08,,001,2015,,,01,,软件1505,201509,1,1,02,01
201519120,000308,7003,08,,001,2015,,,01,,软件1515,201509,1,1,02,01
201650025,000357,6302,,,001,2016,,,01,,人管1602,201609,1,1,01,01
201506054,000316,5702,08,,001,2015,,,01,,材成1502,201509,1,1,01,01
201569121,000308,70021,08,,001,2015,,,01,,软数1502,201509,1,1,02,01
201600039,000356,9105,,,001,2016,,,01,,管物1601,201609,1,1,01,01
201556057,000353,7808,08,,001,2015,,,01,,电子1504,201509,1,1,01,01
201599128,000308,7003,08,,001,2015,,,01,,软件1509,201509,1,1,02,01
201630034,000356,9105,,,001,2016,,,01,,管物1601,201609,1,1,01,01
201600048,000356,9106,,,001,2016,,,01,,经贸1601,201609,1,1,01,01
201506061,000316,5710,08,,001,2015,,,01,,材日1501,201509,1,1,01,02
201559227,000308,7003,08,,001,2015,,,01,,软件1501,201509,1,1,02,01
201630045,000356,9109,,,001,2016,,,01,,经金1601,201609,1,1,01,01
201526063,000316,5710,08,,001,2015,,,01,,材日1501,201509,1,1,01,02
201588023,000353,7806,08,,001,2015,,,01,,电自1504,201509,1,1,01,01
201569323,000308,7002,08,,001,2015,,,01,,软网1502,201509,1,1,02,01
201610142,000356,9109,,,001,2016,,,01,,经金1601,201609,1,1,01,01
201547019,000351,7901,08,,001,2015,,,01,,运船1504,201509,1,1,01,01
201519429,000308,7003,08,,001,2015,,,01,,软件1503,201509,1,1,02,01
201577014,000351,7901,08,,001,2015,,,01,,运船1502,201509,1,1,01,01
201508034,000353,7808,08,,001,2015,,,01,,电子1503,201509,1,1,01,01
201559425,000308,7003,08,,001,2015,,,01,,软件1512,201509,1,1,02,01
201630081,000310,6405,,,001,2016,,,01,,外英类1602,201609,0,1,01,01
201527026,000351,7902,08,,001,2015,,,01,,运力1502,201509,1,1,01,01
201558037,000353,7809,08,,001,2015,,,01,,点通1502,201509,1,1,01,01
201579034,000308,7001,08,,001,2015,,,01,,软日1503,201509,1,1,02,01
201651011,000311,5203,,,001,2016,,,01,,数华1601,201609,1,1,01,01
201557034,000351,7903,08,,001,2015,,,01,,运英1502,201509,1,1,01,01
201549130,000308,7003,08,,001,2015,,,01,,软件1511,201509,0,1,02,01
201601117,000311,5202,,,001,2016,,,01,,数计1602,201609,1,1,01,01
201507051,000351,7909,08,,001,2015,,,01,,运创1501,201509,1,1,01,01
201518136,000353,7802,08,,001,2015,,,01,,电英1501,201509,1,1,01,01
201434054,000301,5001,,,001,2014,,,07,,化机1403,201409,0,0,01,01
201443038,000916,980402,,,001,2014,,,07,,知产1402,201409,0,0,03,01
201484051,000301,5004,,,001,2014,,,07,,化安1401,201409,0,0,01,01
201406013,000305,5610,,,001,2014,,,07,,机制1404,201409,0,0,01,01
201443041,000916,980401,,,001,2014,,,07,,商英1402,201409,0,0,03,01
201429130,000308,7001,,,001,2014,,,07,,软日1405,201409,0,0,02,01
201531116,000311,5201,07,,001,2015,,,01,,数应1501,201509,1,1,01,01
201572094,000353,7809,08,,001,2015,,,01,,点通1502,201509,1,1,01,01
201524114,000301,5053,08,,001,2015,,,01,,化催1501,201509,1,1,01,01
201469040,000300,70101,,,001,2014,,,07,,国际软1401,201409,0,0,02,01
201542011,000312,5302,07,,001,2015,,,01,,物电1501,201509,1,1,01,01
201583003,000915,980201,08,,001,2015,,,01,,食品1501,201509,1,1,03,01
201504141,000301,5093,07,,001,2015,,,01,,化科1501,201509,1,1,01,01
201552063,000916,980403,08,,001,2015,,,01,,运康1501,201509,1,1,03,01
201592012,000316,5708,07,,001,2015,,,01,,材物1501,201509,1,1,01,01
201513022,000913,980301,08,,001,2015,,,01,,生物1502,201509,1,1,03,01
201500008,000353,7891,08,,001,2016,,,01,,电气1604,201509,1,1,01,01
201542110,000312,530301,07,,001,2015,,,01,,物光1502,201509,1,1,01,01
201543021,000913,980301,08,,001,2015,,,01,,生物1502,201509,1,1,03,01
201533033,000913,980303,08,,001,2015,,,01,,药学1502,201509,1,1,03,01
201504215,000301,5050,08,,001,2015,,,01,,化工1501,201509,1,1,01,01
201532025,000312,5301,07,,001,2015,,,01,,物应1501,201509,1,1,01,01
201651115,000311,5202,,,001,2016,,,01,,数计1601,201609,1,1,01,01
201548130,000353,7802,08,,001,2015,,,01,,电英1501,201509,1,1,01,01
201539048,000300,70101,08,,001,2015,,,01,,国际软1503,201509,0,1,02,01
201564064,000339,6915,08,,001,2015,,,01,,环科1501,201509,1,1,01,01
201548048,000353,7805,08,,001,2015,,,01,,电集1502,201509,1,1,01,01
201599042,000300,70101,08,,001,2015,,,01,,国际软1502,201509,0,1,02,01
201576111,000305,5610,08,,001,2015,,,01,,机制1504,201509,1,1,01,01
201508013,000353,7891,08,,001,2015,,,01,,电气1502,201509,1,1,01,01
201578052,000353,7807,08,,001,2015,,,01,,电计1503,201509,0,1,01,01
201519086,000301,5090,,,007,2015,,,07,,化1501,,0,0,01,01
201536021,000305,5627,08,,001,2015,,,01,,国际机1502,201509,1,1,01,01
201528064,000353,7801,08,,001,2015,,,01,,电医1501,201509,1,1,01,01
201579080,000308,7003,,,007,2015,,,01,,软1517,,1,0,02,01
201620003,000353,7806,,,001,2017,,,01,,电自1704,201609,1,1,01,01
201556038,000305,5625,08,,001,2015,,,01,,机日1501,201509,1,1,01,02
201508088,000353,7807,08,,001,2015,,,01,,电计1502,201509,1,1,01,01
201600012,000357,630101,,,001,2016,,,01,,人广1601,201609,1,1,01,01
201556049,000317,5813,08,,001,2015,,,01,,能动1502,201509,1,1,01,01
201539026,000308,7003,08,,001,2015,,,01,,软件1510,201509,1,1,02,01
201600113,000357,6308,,,001,2016,,,01,,人哲1601,201609,1,1,01,01
201586042,000317,5814,08,,001,2015,,,01,,能动1503,201509,1,1,01,01
201598018,000353,7891,08,,001,2015,,,03,,电气1501,201509,0,0,01,01
201519129,000308,7002,08,,001,2015,,,01,,软网1504,201509,1,1,02,01
201660021,000357,6302,,,001,2016,,,01,,人管1601,201609,0,1,01,01
201546147,000317,5815,08,,001,2015,,,01,,能动1505,201509,1,1,01,01
201508112,000353,7891,08,,001,2015,,,01,,电气1502,201509,1,1,01,01
201660029,000357,6302,,,001,2016,,,01,,人管1602,201609,1,1,01,01
201526053,000316,5711,08,,001,2015,,,01,,材功1501,201509,1,1,01,01
201508022,000353,7806,08,,001,2015,,,01,,电自1503,201509,1,1,01,01
201539220,000308,7003,08,,001,2015,,,01,,软件1502,201509,1,1,02,01
201680038,000356,9108,,,001,2016,,,01,,管工1601,201609,1,1,01,01
201536159,000316,5702,08,,001,2015,,,01,,材成1501,201509,1,1,01,01
201568024,000353,7806,08,,001,2015,,,01,,电自1504,201509,1,1,01,01
201610046,000356,9109,,,001,2016,,,01,,经金1601,201609,1,1,01,01
201516063,000316,5710,08,,001,2015,,,01,,材日1501,201509,1,1,01,02
201578027,000353,7806,08,,001,2015,,,01,,电自1502,201509,1,1,01,01
201559323,000308,7003,08,,001,2015,,,01,,软件1514,201509,1,1,02,01
201600148,000356,9106,,,001,2016,,,01,,经贸1602,201609,1,1,01,01
201547010,000356,9108,08,,001,2015,,,01,,管工1502,201509,1,1,01,01
201519420,000308,70021,08,,001,2015,,,01,,软数1502,201509,1,1,02,01
201650055,000356,9103,,,001,2016,,,01,,管信1602,201609,1,1,01,01
201517112,000351,7901,08,,001,2015,,,01,,运船1503,201509,1,1,01,01
201528033,000353,7808,08,,001,2015,,,01,,电子1501,201509,1,1,01,01
201569429,000308,7002,08,,001,2015,,,01,,软网1504,201509,1,1,02,01
201630088,000310,6406,,,001,2016,,,01,,外译1601,201609,1,1,01,01
201567023,000351,7902,08,,001,2015,,,01,,运力1502,201509,1,1,01,01
201559033,000308,7001,08,,001,2015,,,01,,软日1504,201509,1,1,02,01
201621019,000311,5201,,,001,2016,,,01,,数应1601,201609,1,1,01,01
201527034,000351,7903,08,,001,2015,,,01,,运英1501,201509,1,1,01,01
201519132,000308,7001,08,,001,2015,,,01,,软日1504,201509,1,1,02,01
201681017,000311,5202,,,001,2016,,,01,,数计1601,201609,1,1,01,01
201527045,000351,7905,08,,001,2015,,,01,,运航1501,201509,1,1,01,01
201598032,000353,7808,08,,001,2015,,,01,,电子1503,201509,1,1,01,01
